InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
504686,71053,WHITE METAL LANTERN,11,2010-11-27 17:17:00,2.1,15291,Portugal,23.1
504686,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2010-05-09 19:07:00,39.9,16461,Spain,119.7
504687,85099B,JUMBO BAG RED RETROSPOT,13,2011-01-21 20:26:00,5.95,17859,United Kingdom,77.35
504687,84029E,RED WOOLLY HOTTIE WHITE HEART.,18,2010-10-03 11:51:00,1.25,18065,Switzerland,22.5
504687,DOT,DOTCOM POSTAGE,11,2010-05-17 09:39:00,24.5,16357,Australia,269.5
504688,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-04-25 14:48:00,0.85,16571,United Kingdom,9.35
504688,84406B,CREAM CUPID HEARTS COAT HANGER,15,2011-11-21 10:44:00,0.85,12736,Netherlands,12.75
504689,POST,POSTAGE,7,2011-06-21 15:03:00,12.75,13114,Spain,89.25
504689,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2010-07-11 09:24:00,24.5,18160,United Kingdom,49.0
504689,47566,PARTY BUNTING,11,2010-05-18 14:47:00,18.9,13416,Netherlands,207.9
504690,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2010-09-06 18:48:00,24.5,12461,United Kingdom,269.5
504690,71053,WHITE METAL LANTERN,8,2011-11-15 21:43:00,39.9,13896,Australia,319.2
504691,71053,WHITE METAL LANTERN,16,2011-11-19 18:14:00,5.95,12638,Sweden,95.2
504691,M,MANUAL,17,2011-09-01 08:12:00,24.5,15278,Netherlands,416.5
504692,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2010-01-17 11:19:00,0.85,17596,United Kingdom,15.3
504692,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-03-26 15:01:00,24.5,15546,Germany,220.5
504692,TEST001,TEST PRODUCT,12,2011-02-22 14:50:00,39.9,16335,Netherlands,478.8
504693,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2010-11-29 13:13:00,18.9,15735,France,132.3
504693,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-02-16 10:22:00,18.9,16106,United Kingdom,113.4
504694,POST,POSTAGE,12,2010-12-02 10:14:00,39.9,13439,France,478.8
504694,47566,PARTY BUNTING,6,2011-02-11 09:34:00,1.25,13734,Portugal,7.5
504694,84406B,CREAM CUPID HEARTS COAT HANGER,13,2010-08-13 08:58:00,12.75,18120,Portugal,165.75
504695,POST,POSTAGE,15,2011-10-20 19:39:00,3.75,16071,Spain,56.25
504695,TEST001,TEST PRODUCT,7,2010-09-11 20:20:00,2.1,12970,Belgium,14.7
504696,85099B,JUMBO BAG RED RETROSPOT,8,2010-04-28 09:39:00,12.75,13832,Netherlands,102.0
504696,71053,WHITE METAL LANTERN,18,2010-08-03 11:39:00,8.5,17717,Sweden,153.0
504697,71053,WHITE METAL LANTERN,1,2010-08-05 19:11:00,1.25,17881,Switzerland,1.25
504697,TEST001,TEST PRODUCT,8,2010-01-10 11:43:00,18.9,18070,Spain,151.2
504697,47566,PARTY BUNTING,18,2011-04-20 13:38:00,5.95,15122,Portugal,107.1
504698,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-10-04 22:33:00,5.95,14313,Australia,11.9
504698,85099B,JUMBO BAG RED RETROSPOT,12,2011-05-31 11:44:00,24.5,17535,Belgium,294.0
504699,POST,POSTAGE,16,2010-11-07 20:36:00,8.5,14502,Switzerland,136.0
504699,84029E,RED WOOLLY HOTTIE WHITE HEART.,10,2011-08-19 12:15:00,5.95,16725,Belgium,59.5
504699,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2010-02-14 11:16:00,12.75,14071,France,25.5
504700,84406B,CREAM CUPID HEARTS COAT HANGER,17,2010-10-18 11:34:00,3.75,16826,Switzerland,63.75
504700,22423,REGENCY CAKESTAND 3 TIER,13,2011-11-25 22:47:00,2.1,12933,Spain,27.3
504701,M,MANUAL,8,2010-01-08 11:46:00,24.5,14575,Spain,196.0
504701,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-07-21 19:34:00,5.95,18015,Australia,41.65
504702,71053,WHITE METAL LANTERN,8,2011-01-08 10:51:00,18.9,14486,Switzerland,151.2
504702,84029E,RED WOOLLY HOTTIE WHITE HEART.,11,2010-07-17 13:48:00,39.9,13317,France,438.9
504702,POST,POSTAGE,4,2010-07-26 08:44:00,5.95,15660,United Kingdom,23.8
504703,TEST001,TEST PRODUCT,8,2011-02-12 08:28:00,3.75,16076,Spain,30.0
504703,DOT,DOTCOM POSTAGE,9,2011-09-10 22:23:00,8.5,17204,France,76.5
504704,DOT,DOTCOM POSTAGE,7,2010-10-12 18:58:00,8.5,13588,Portugal,59.5
504704,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2010-11-15 22:13:00,2.1,15991,Australia,6.3
504704,85099B,JUMBO BAG RED RETROSPOT,2,2011-02-06 15:24:00,8.5,15295,Australia,17.0
504705,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-10-24 10:45:00,39.9,15456,Spain,39.9
504705,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-09-12 18:42:00,2.1,16015,France,25.2
504706,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-02-17 12:01:00,8.5,13908,France,25.5
504706,71053,WHITE METAL LANTERN,12,2010-11-06 13:17:00,5.95,17210,Spain,71.4
504707,85099B,JUMBO BAG RED RETROSPOT,15,2010-11-12 21:58:00,1.25,17544,Spain,18.75
504707,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-09-27 20:45:00,0.85,12640,United Kingdom,10.2
504707,71053,WHITE METAL LANTERN,17,2010-07-15 08:42:00,8.5,17945,France,144.5
504708,85099B,JUMBO BAG RED RETROSPOT,16,2010-09-04 13:34:00,0.85,15162,Australia,13.6
504708,M,MANUAL,8,2010-11-16 19:09:00,39.9,13298,Portugal,319.2
504709,M,MANUAL,15,2011-09-07 21:52:00,8.5,17502,Portugal,127.5
504709,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-07-10 21:45:00,24.5,12887,France,392.0
504709,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2010-10-07 13:18:00,1.25,16037,Netherlands,12.5
504710,22720,SET OF 3 CAKE TINS PANTRY DESIGN,15,2011-09-14 12:56:00,24.5,12349,Germany,367.5
504710,22423,REGENCY CAKESTAND 3 TIER,16,2011-07-03 13:13:00,18.9,12557,United Kingdom,302.4
504711,DOT,DOTCOM POSTAGE,18,2010-03-26 22:29:00,5.95,17437,Netherlands,107.1
504711,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-06-03 08:45:00,12.75,14160,Belgium,102.0
504712,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-10-02 14:03:00,1.25,18182,Sweden,5.0
504712,84029E,RED WOOLLY HOTTIE WHITE HEART.,7,2011-11-02 11:00:00,0.85,17624,United Kingdom,5.95
504712,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-08 20:37:00,12.75,12774,Australia,12.75
504713,85099B,JUMBO BAG RED RETROSPOT,15,2010-09-30 18:02:00,8.5,17839,Australia,127.5
504713,DOT,DOTCOM POSTAGE,6,2011-07-23 14:38:00,8.5,12538,Netherlands,51.0
504714,POST,POSTAGE,18,2010-08-12 13:13:00,5.95,16585,Belgium,107.1
504714,85099B,JUMBO BAG RED RETROSPOT,14,2010-07-31 16:18:00,5.95,17400,Netherlands,83.3
504714,71053,WHITE METAL LANTERN,13,2010-11-21 10:08:00,0.85,17893,Spain,11.05
504715,47566,PARTY BUNTING,16,2011-03-20 17:58:00,39.9,12918,Switzerland,638.4
504715,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2010-08-28 08:34:00,3.75,15676,Switzerland,30.0
504716,22720,SET OF 3 CAKE TINS PANTRY DESIGN,18,2010-06-02 10:09:00,0.85,16693,Germany,15.3
504716,DOT,DOTCOM POSTAGE,5,2011-10-27 10:56:00,12.75,15382,France,63.75
504717,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-11-06 19:49:00,0.85,16588,Netherlands,5.1
504717,DOT,DOTCOM POSTAGE,8,2010-06-29 16:49:00,3.75,17615,France,30.0
504717,84406B,CREAM CUPID HEARTS COAT HANGER,14,2010-02-15 11:16:00,5.95,14763,Australia,83.3
504718,47566,PARTY BUNTING,9,2011-06-04 08:54:00,3.75,16881,Germany,33.75
504718,47566,PARTY BUNTING,2,2010-11-17 15:49:00,3.75,17040,France,7.5
504719,POST,POSTAGE,3,2010-11-20 15:48:00,3.75,14071,Germany,11.25
504719,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-04-03 17:33:00,5.95,18027,Australia,35.7
504719,22423,REGENCY CAKESTAND 3 TIER,1,2010-12-03 20:33:00,18.9,16633,Netherlands,18.9
504720,TEST001,TEST PRODUCT,3,2011-01-03 21:26:00,39.9,13916,France,119.7
504720,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-09-09 09:31:00,3.75,15677,United Kingdom,15.0
504721,DOT,DOTCOM POSTAGE,8,2011-02-28 13:18:00,12.75,12491,Belgium,102.0
504721,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2010-03-19 22:45:00,18.9,13352,Switzerland,18.9
504722,84029E,RED WOOLLY HOTTIE WHITE HEART.,14,2010-01-22 09:06:00,2.1,12547,Switzerland,29.4
504722,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-08-17 17:57:00,5.95,15069,Belgium,59.5
504722,47566,PARTY BUNTING,1,2010-08-30 10:45:00,8.5,13244,Spain,8.5
504723,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-01-27 17:09:00,18.9,16414,Netherlands,18.9
504723,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2010-01-22 12:22:00,0.85,17562,Netherlands,2.55
504724,85099B,JUMBO BAG RED RETROSPOT,9,2011-11-05 11:25:00,5.95,17588,Australia,53.55
504724,M,MANUAL,14,2011-08-23 18:12:00,12.75,16805,Australia,178.5
504724,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-24 18:08:00,0.85,15847,Germany,5.1
504725,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-07-14 15:34:00,24.5,12525,Portugal,245.0
504725,POST,POSTAGE,13,2011-11-13 08:59:00,39.9,12574,Switzerland,518.7
504726,47566,PARTY BUNTING,7,2010-01-24 18:05:00,39.9,12402,Spain,279.3
504726,POST,POSTAGE,2,2011-03-30 16:21:00,3.75,16558,Australia,7.5
504727,M,MANUAL,14,2010-07-21 19:49:00,12.75,17752,Germany,178.5
504727,71053,WHITE METAL LANTERN,1,2010-06-07 13:48:00,1.25,17556,France,1.25
504727,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-11-22 10:05:00,3.75,15547,United Kingdom,48.75
504728,POST,POSTAGE,1,2011-11-14 12:10:00,0.85,15589,Switzerland,0.85
504729,TEST001,TEST PRODUCT,17,2011-05-11 21:10:00,1.25,12680,Australia,21.25
504729,22423,REGENCY CAKESTAND 3 TIER,3,2010-06-07 15:23:00,24.5,15223,Netherlands,73.5
504729,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2011-06-15 09:28:00,39.9,14839,France,159.6
504730,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2010-02-19 14:46:00,18.9,14096,Germany,340.2
504730,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-07-20 21:40:00,1.25,15747,France,1.25
504731,84406B,CREAM CUPID HEARTS COAT HANGER,3,2010-11-03 21:18:00,2.1,13056,Netherlands,6.3
504731,47566,PARTY BUNTING,13,2010-07-03 10:14:00,0.85,13711,Germany,11.05
504732,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,2010-09-11 18:47:00,1.25,12915,Belgium,10.0
504732,22423,REGENCY CAKESTAND 3 TIER,15,2010-06-04 19:57:00,2.1,13831,Spain,31.5
504732,DOT,DOTCOM POSTAGE,4,2010-01-10 21:13:00,8.5,15198,Germany,34.0
504733,M,MANUAL,13,2010-06-08 21:01:00,1.25,13290,Sweden,16.25
504733,POST,POSTAGE,7,2011-11-08 10:19:00,8.5,13129,Australia,59.5
504734,22720,SET OF 3 CAKE TINS PANTRY DESIGN,16,2010-05-25 11:12:00,1.25,18080,France,20.0
504734,84029E,RED WOOLLY HOTTIE WHITE HEART.,15,2011-03-13 09:09:00,3.75,12639,France,56.25
504734,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-31 14:29:00,8.5,15442,France,25.5
504735,71053,WHITE METAL LANTERN,8,2011-01-22 15:23:00,5.95,13437,Switzerland,47.6
504735,22423,REGENCY CAKESTAND 3 TIER,10,2010-10-15 14:59:00,5.95,18063,Spain,59.5
504736,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-01-28 10:57:00,18.9,14403,Netherlands,151.2
504736,DOT,DOTCOM POSTAGE,4,2011-04-04 16:54:00,8.5,12433,Germany,34.0
504737,DOT,DOTCOM POSTAGE,16,2011-07-15 13:10:00,2.1,17483,Australia,33.6
504737,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,2010-02-09 17:14:00,3.75,13930,Spain,41.25
504737,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-09-12 08:35:00,39.9,16521,Germany,239.4
504738,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2010-07-28 15:05:00,8.5,15072,Switzerland,17.0
504738,84406B,CREAM CUPID HEARTS COAT HANGER,14,2010-08-18 19:05:00,1.25,16674,Spain,17.5
504739,71053,WHITE METAL LANTERN,2,2010-10-23 19:41:00,18.9,13916,France,37.8
504739,22423,REGENCY CAKESTAND 3 TIER,16,2011-04-22 12:31:00,39.9,15345,France,638.4
504739,85099B,JUMBO BAG RED RETROSPOT,5,2011-10-23 10:15:00,18.9,16719,Sweden,94.5
504740,84406B,CREAM CUPID HEARTS COAT HANGER,5,2010-05-09 21:25:00,12.75,16491,Sweden,63.75
504740,DOT,DOTCOM POSTAGE,9,2011-04-30 19:30:00,24.5,17023,Switzerland,220.5
504741,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-08-16 16:50:00,0.85,17679,Germany,8.5
504741,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-08-25 19:53:00,3.75,16457,Portugal,15.0
504742,DOT,DOTCOM POSTAGE,11,2010-05-02 20:34:00,0.85,14053,United Kingdom,9.35
504742,POST,POSTAGE,1,2011-06-01 21:33:00,18.9,16982,Australia,18.9
504742,TEST001,TEST PRODUCT,12,2010-01-13 10:35:00,5.95,17759,Portugal,71.4
504743,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2011-03-02 14:26:00,8.5,17417,United Kingdom,34.0
504743,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-04-07 17:32:00,2.1,17250,France,21.0
504744,DOT,DOTCOM POSTAGE,18,2011-09-27 12:59:00,24.5,14963,France,441.0
504744,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2010-10-06 12:40:00,0.85,13561,Germany,12.75
504744,47566,PARTY BUNTING,4,2011-07-25 10:14:00,2.1,14806,Germany,8.4
504745,M,MANUAL,1,2011-04-21 09:27:00,3.75,17661,Switzerland,3.75
504745,DOT,DOTCOM POSTAGE,10,2010-05-05 18:39:00,2.1,14823,Belgium,21.0
504746,TEST001,TEST PRODUCT,1,2010-02-23 11:05:00,18.9,16692,Spain,18.9
504747,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-04-03 11:53:00,3.75,15816,Sweden,11.25
504747,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-11-17 14:35:00,2.1,15671,Belgium,12.6
504748,71053,WHITE METAL LANTERN,13,2011-03-21 16:13:00,1.25,15816,United Kingdom,16.25
504748,85099B,JUMBO BAG RED RETROSPOT,4,2011-04-07 11:29:00,12.75,16594,Portugal,51.0
504749,M,MANUAL,7,2011-01-06 17:53:00,18.9,17399,Germany,132.3
504749,M,MANUAL,14,2011-01-26 20:14:00,1.25,17817,Netherlands,17.5
504749,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2010-02-06 12:38:00,39.9,15745,Switzerland,638.4
504750,85099B,JUMBO BAG RED RETROSPOT,4,2010-02-11 17:16:00,5.95,12568,France,23.8
504750,DOT,DOTCOM POSTAGE,1,2011-10-20 19:56:00,2.1,16723,Belgium,2.1
504751,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2010-02-04 11:30:00,2.1,15850,France,18.9
504751,85099B,JUMBO BAG RED RETROSPOT,15,2010-11-14 21:58:00,1.25,16690,Germany,18.75
504752,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2010-05-10 20:33:00,8.5,16238,Belgium,153.0
504752,DOT,DOTCOM POSTAGE,3,2010-10-26 20:57:00,2.1,13723,Spain,6.3
504752,22423,REGENCY CAKESTAND 3 TIER,8,2010-07-02 22:51:00,24.5,17311,Spain,196.0
504753,DOT,DOTCOM POSTAGE,7,2011-03-29 08:31:00,1.25,14943,Portugal,8.75
504753,71053,WHITE METAL LANTERN,16,2010-01-01 20:57:00,18.9,15067,France,302.4
504754,85099B,JUMBO BAG RED RETROSPOT,13,2010-08-17 21:43:00,2.1,18167,Switzerland,27.3
504754,71053,WHITE METAL LANTERN,6,2010-12-23 21:19:00,2.1,16061,Netherlands,12.6
504754,POST,POSTAGE,14,2010-06-13 14:00:00,8.5,17737,Switzerland,119.0
504755,DOT,DOTCOM POSTAGE,12,2010-06-19 09:20:00,39.9,18038,France,478.8
504755,22720,SET OF 3 CAKE TINS PANTRY DESIGN,16,2011-02-13 15:48:00,5.95,13279,United Kingdom,95.2
504756,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2010-11-27 18:36:00,3.75,13258,Switzerland,48.75
504756,DOT,DOTCOM POSTAGE,17,2010-04-15 09:51:00,5.95,14800,France,101.15
504757,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2011-01-25 22:18:00,2.1,13177,Germany,35.7
504757,84029E,RED WOOLLY HOTTIE WHITE HEART.,5,2011-02-26 15:19:00,1.25,14456,Spain,6.25
504757,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-04-16 19:02:00,5.95,13993,Spain,47.6
504758,22423,REGENCY CAKESTAND 3 TIER,14,2010-05-07 16:45:00,8.5,18020,Spain,119.0
504758,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-04-20 08:49:00,1.25,13354,Spain,12.5
504759,84406B,CREAM CUPID HEARTS COAT HANGER,16,2010-01-05 18:01:00,0.85,16345,Switzerland,13.6
504759,22423,REGENCY CAKESTAND 3 TIER,12,2010-05-10 09:15:00,1.25,15427,Belgium,15.0
504759,84406B,CREAM CUPID HEARTS COAT HANGER,11,2010-10-29 15:38:00,5.95,15573,France,65.45
504760,84029E,RED WOOLLY HOTTIE WHITE HEART.,10,2010-05-17 11:26:00,18.9,15168,Netherlands,189.0
504760,85099B,JUMBO BAG RED RETROSPOT,4,2011-05-26 21:41:00,1.25,13128,Australia,5.0
504761,47566,PARTY BUNTING,14,2011-01-28 11:05:00,5.95,16411,Germany,83.3
504761,71053,WHITE METAL LANTERN,9,2011-08-10 22:29:00,24.5,14929,United Kingdom,220.5
504762,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-11-30 17:39:00,1.25,17093,France,10.0
504762,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-06-05 11:04:00,24.5,13856,United Kingdom,49.0
504762,M,MANUAL,6,2011-01-11 11:04:00,1.25,16763,Portugal,7.5
504763,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2011-04-11 16:43:00,12.75,17128,Australia,51.0
504763,22423,REGENCY CAKESTAND 3 TIER,16,2011-01-23 16:03:00,3.75,15014,Sweden,60.0
504764,DOT,DOTCOM POSTAGE,1,2011-09-20 13:33:00,0.85,15292,Sweden,0.85
504764,TEST001,TEST PRODUCT,11,2011-11-19 15:14:00,39.9,14720,Portugal,438.9
504764,85099B,JUMBO BAG RED RETROSPOT,6,2011-04-28 16:30:00,1.25,13917,United Kingdom,7.5
504765,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,2010-09-03 16:18:00,39.9,17402,Switzerland,319.2
504765,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-06-28 10:18:00,2.1,16280,Belgium,8.4
504766,DOT,DOTCOM POSTAGE,16,2010-09-27 14:35:00,24.5,16173,Sweden,392.0
504766,85099B,JUMBO BAG RED RETROSPOT,6,2011-04-26 18:53:00,39.9,15222,Belgium,239.4
504767,85099B,JUMBO BAG RED RETROSPOT,1,2010-01-07 20:24:00,0.85,16409,United Kingdom,0.85
504767,DOT,DOTCOM POSTAGE,18,2010-07-18 18:21:00,39.9,16462,Switzerland,718.2
504767,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-02-20 16:21:00,8.5,14631,Germany,8.5
504768,TEST001,TEST PRODUCT,4,2010-12-26 17:28:00,24.5,16029,Netherlands,98.0
504769,POST,POSTAGE,3,2011-06-12 22:20:00,1.25,15753,Netherlands,3.75
504769,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-11-10 12:24:00,39.9,16303,Portugal,239.4
504769,TEST001,TEST PRODUCT,3,2011-09-28 12:25:00,0.85,15710,United Kingdom,2.55
504770,85099B,JUMBO BAG RED RETROSPOT,12,2010-11-17 16:16:00,5.95,14646,Portugal,71.4
504770,DOT,DOTCOM POSTAGE,7,2011-06-30 21:40:00,1.25,15987,Netherlands,8.75
504771,84406B,CREAM CUPID HEARTS COAT HANGER,18,2010-03-28 10:43:00,18.9,14663,Australia,340.2
504771,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-04-29 11:17:00,1.25,14221,France,2.5
504772,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,2011-03-31 22:28:00,1.25,15222,United Kingdom,13.75
504772,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2011-03-11 16:25:00,1.25,14275,Germany,22.5
504772,TEST001,TEST PRODUCT,2,2010-06-18 19:11:00,12.75,18015,Spain,25.5
504773,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-03-09 18:17:00,0.85,14120,Germany,3.4
504773,84029E,RED WOOLLY HOTTIE WHITE HEART.,13,2010-05-18 22:05:00,3.75,16053,Spain,48.75
504774,84406B,CREAM CUPID HEARTS COAT HANGER,9,2010-06-02 22:13:00,12.75,17818,Netherlands,114.75
504774,22423,REGENCY CAKESTAND 3 TIER,9,2010-02-06 09:09:00,39.9,16697,Spain,359.1
504774,85099B,JUMBO BAG RED RETROSPOT,11,2010-12-06 14:46:00,24.5,12863,Portugal,269.5
504775,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2011-03-10 15:45:00,39.9,14717,Sweden,279.3
504775,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-08-03 16:53:00,5.95,15555,Portugal,95.2
504776,85099B,JUMBO BAG RED RETROSPOT,14,2011-07-17 19:30:00,18.9,16133,Netherlands,264.6
504776,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-02-05 15:11:00,12.75,16360,United Kingdom,25.5
504777,TEST001,TEST PRODUCT,6,2010-02-10 08:03:00,12.75,17787,Switzerland,76.5
504777,TEST001,TEST PRODUCT,11,2010-04-23 22:13:00,12.75,17502,Portugal,140.25
504777,85099B,JUMBO BAG RED RETROSPOT,8,2011-10-04 12:05:00,3.75,13607,Spain,30.0
504778,M,MANUAL,17,2010-11-17 15:11:00,18.9,15065,Sweden,321.3
504778,84406B,CREAM CUPID HEARTS COAT HANGER,18,2010-01-30 19:06:00,24.5,12422,Switzerland,441.0
504779,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2010-04-29 10:05:00,3.75,15620,Germany,41.25
504779,85099B,JUMBO BAG RED RETROSPOT,18,2010-07-12 17:29:00,12.75,12706,Spain,229.5
504779,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-06-21 18:59:00,24.5,13295,Netherlands,245.0
504780,47566,PARTY BUNTING,18,2011-04-10 18:38:00,24.5,15069,United Kingdom,441.0
504781,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-10-23 15:00:00,5.95,18131,Switzerland,35.7
504781,M,MANUAL,5,2010-06-08 12:41:00,1.25,15188,Australia,6.25
504782,84406B,CREAM CUPID HEARTS COAT HANGER,14,2011-08-24 12:35:00,24.5,16373,Portugal,343.0
504782,22423,REGENCY CAKESTAND 3 TIER,12,2011-05-03 22:49:00,39.9,15357,Switzerland,478.8
504782,TEST001,TEST PRODUCT,16,2010-05-04 11:37:00,12.75,15432,Australia,204.0
504783,85099B,JUMBO BAG RED RETROSPOT,5,2010-01-18 11:28:00,5.95,15483,Netherlands,29.75
504784,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-09-01 15:39:00,3.75,12864,France,30.0
504784,84406B,CREAM CUPID HEARTS COAT HANGER,3,2010-04-20 12:59:00,39.9,17326,France,119.7
504784,71053,WHITE METAL LANTERN,5,2011-11-10 08:23:00,3.75,15712,Sweden,18.75
504785,POST,POSTAGE,18,2011-09-29 08:11:00,5.95,16552,Switzerland,107.1
504785,DOT,DOTCOM POSTAGE,4,2011-04-17 20:43:00,2.1,17240,Spain,8.4
504786,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2011-11-27 14:57:00,3.75,14624,Germany,33.75
504787,DOT,DOTCOM POSTAGE,17,2011-01-20 15:21:00,24.5,15797,United Kingdom,416.5
504787,47566,PARTY BUNTING,5,2010-07-02 14:23:00,3.75,13094,Switzerland,18.75
504787,DOT,DOTCOM POSTAGE,5,2011-09-17 13:50:00,12.75,13697,United Kingdom,63.75
504788,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2010-04-01 21:40:00,39.9,15685,Netherlands,399.0
504788,71053,WHITE METAL LANTERN,17,2010-07-07 09:40:00,3.75,16030,Portugal,63.75
504789,22423,REGENCY CAKESTAND 3 TIER,7,2010-12-26 20:43:00,1.25,12431,Switzerland,8.75
504789,22720,SET OF 3 CAKE TINS PANTRY DESIGN,15,2010-12-22 16:45:00,24.5,15768,Spain,367.5
504789,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,2010-04-09 14:33:00,39.9,17705,Portugal,478.8
504790,POST,POSTAGE,6,2011-04-21 21:34:00,8.5,16308,Belgium,51.0
504790,84029E,RED WOOLLY HOTTIE WHITE HEART.,18,2011-06-10 12:05:00,1.25,15554,Netherlands,22.5
504791,22423,REGENCY CAKESTAND 3 TIER,11,2011-01-29 19:22:00,3.75,12806,Belgium,41.25
504791,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2011-08-15 13:23:00,8.5,16474,Portugal,119.0
504792,22720,SET OF 3 CAKE TINS PANTRY DESIGN,17,2010-03-08 18:59:00,39.9,12987,Sweden,678.3
504792,TEST001,TEST PRODUCT,11,2010-03-03 09:51:00,12.75,14613,Belgium,140.25
504792,47566,PARTY BUNTING,18,2010-03-07 10:40:00,39.9,13176,Australia,718.2
504793,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-05-31 09:47:00,12.75,16638,Belgium,89.25
504793,84406B,CREAM CUPID HEARTS COAT HANGER,11,2010-02-14 10:37:00,39.9,14709,Belgium,438.9
504794,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2011-07-07 14:51:00,3.75,12856,Germany,41.25
504794,POST,POSTAGE,11,2011-03-03 15:04:00,2.1,13496,Belgium,23.1
504794,71053,WHITE METAL LANTERN,8,2011-08-29 11:42:00,1.25,13571,United Kingdom,10.0
504795,POST,POSTAGE,17,2010-07-08 22:53:00,12.75,15725,Germany,216.75
